SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW ),Sum
268,DC:A6:32:33:AA:47,2020-07-09 16:21:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
269,DC:A6:32:33:AA:47,2020-07-09 16:21:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
270,DC:A6:32:33:AA:47,2020-07-09 16:21:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
271,DC:A6:32:33:AA:47,2020-07-09 16:21:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
272,DC:A6:32:33:AA:47,2020-07-09 16:21:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
273,DC:A6:32:33:AA:47,2020-07-09 16:21:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
274,DC:A6:32:33:AA:47,2020-07-09 16:21:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
275,DC:A6:32:33:AA:47,2020-07-09 16:22:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
276,DC:A6:32:33:AA:47,2020-07-09 16:22:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
277,DC:A6:32:33:AA:47,2020-07-09 16:22:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
278,DC:A6:32:33:AA:47,2020-07-09 16:22:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
279,DC:A6:32:33:AA:47,2020-07-09 16:22:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
280,DC:A6:32:33:AA:47,2020-07-09 16:22:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
281,DC:A6:32:33:AA:47,2020-07-09 16:22:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
282,DC:A6:32:33:AA:47,2020-07-09 16:22:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
283,DC:A6:32:33:AA:47,2020-07-09 16:22:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
284,DC:A6:32:33:AA:47,2020-07-09 16:22:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
285,DC:A6:32:33:AA:47,2020-07-09 16:22:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
286,DC:A6:32:33:AA:47,2020-07-09 16:22:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
287,DC:A6:32:33:AA:47,2020-07-09 16:22:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
288,DC:A6:32:33:AA:47,2020-07-09 16:22:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
289,DC:A6:32:33:AA:47,2020-07-09 16:22:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
290,DC:A6:32:33:AA:47,2020-07-09 16:22:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
291,DC:A6:32:33:AA:47,2020-07-09 16:22:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
292,DC:A6:32:33:AA:47,2020-07-09 16:22:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
293,DC:A6:32:33:AA:47,2020-07-09 16:22:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
294,DC:A6:32:33:AA:47,2020-07-09 16:22:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
295,DC:A6:32:33:AA:47,2020-07-09 16:22:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
296,DC:A6:32:33:AA:47,2020-07-09 16:22:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
297,DC:A6:32:33:AA:47,2020-07-09 16:22:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
298,DC:A6:32:33:AA:47,2020-07-09 16:22:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
299,DC:A6:32:33:AA:47,2020-07-09 16:22:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
300,DC:A6:32:33:AA:47,2020-07-09 16:22:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
301,DC:A6:32:33:AA:47,2020-07-09 16:22:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
302,DC:A6:32:33:AA:47,2020-07-09 16:22:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
303,DC:A6:32:33:AA:47,2020-07-09 16:22:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
304,DC:A6:32:33:AA:47,2020-07-09 16:22:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
305,DC:A6:32:33:AA:47,2020-07-09 16:22:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
306,DC:A6:32:33:AA:47,2020-07-09 16:22:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
307,DC:A6:32:33:AA:47,2020-07-09 16:22:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
308,DC:A6:32:33:AA:47,2020-07-09 16:22:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
309,DC:A6:32:33:AA:47,2020-07-09 16:22:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
310,DC:A6:32:33:AA:47,2020-07-09 16:22:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
311,DC:A6:32:33:AA:47,2020-07-09 16:22:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
312,DC:A6:32:33:AA:47,2020-07-09 16:22:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
313,DC:A6:32:33:AA:47,2020-07-09 16:22:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
314,DC:A6:32:33:AA:47,2020-07-09 16:22:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
315,DC:A6:32:33:AA:47,2020-07-09 16:22:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
316,DC:A6:32:33:AA:47,2020-07-09 16:22:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
317,DC:A6:32:33:AA:47,2020-07-09 16:22:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
318,DC:A6:32:33:AA:47,2020-07-09 16:22:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
319,DC:A6:32:33:AA:47,2020-07-09 16:22:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
320,DC:A6:32:33:AA:47,2020-07-09 16:22:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
321,DC:A6:32:33:AA:47,2020-07-09 16:22:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
322,DC:A6:32:33:AA:47,2020-07-09 16:22:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
323,DC:A6:32:33:AA:47,2020-07-09 16:23:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
324,DC:A6:32:33:AA:47,2020-07-09 16:23:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
325,DC:A6:32:33:AA:47,2020-07-09 16:23:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
