SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Total Sum
200,DC:A6:32:33:AA:47,2020-07-07 17:07:24,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
201,DC:A6:32:33:AA:47,2020-07-07 17:07:26,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
202,DC:A6:32:33:AA:47,2020-07-07 17:07:28,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
203,DC:A6:32:33:AA:47,2020-07-07 17:07:28,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
204,DC:A6:32:33:AA:47,2020-07-07 17:07:30,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
205,DC:A6:32:33:AA:47,2020-07-07 17:07:31,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-47,0.00001995262315,
206,DC:A6:32:33:AA:47,2020-07-07 17:07:32,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
207,DC:A6:32:33:AA:47,2020-07-07 17:07:33,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
208,DC:A6:32:33:AA:47,2020-07-07 17:07:35,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
209,DC:A6:32:33:AA:47,2020-07-07 17:07:35,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
210,DC:A6:32:33:AA:47,2020-07-07 17:07:36,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
211,DC:A6:32:33:AA:47,2020-07-07 17:07:38,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
212,DC:A6:32:33:AA:47,2020-07-07 17:07:39,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
213,DC:A6:32:33:AA:47,2020-07-07 17:07:41,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
214,DC:A6:32:33:AA:47,2020-07-07 17:07:42,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
215,DC:A6:32:33:AA:47,2020-07-07 17:07:44,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
216,DC:A6:32:33:AA:47,2020-07-07 17:07:45,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-56,0.000002511886432,
217,DC:A6:32:33:AA:47,2020-07-07 17:07:46,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
218,DC:A6:32:33:AA:47,2020-07-07 17:07:47,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
219,DC:A6:32:33:AA:47,2020-07-07 17:07:48,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
220,DC:A6:32:33:AA:47,2020-07-07 17:07:49,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
221,DC:A6:32:33:AA:47,2020-07-07 17:07:51,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-56,0.000002511886432,
222,DC:A6:32:33:AA:47,2020-07-07 17:07:51,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
223,DC:A6:32:33:AA:47,2020-07-07 17:07:52,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-58,0.000001584893192,
224,DC:A6:32:33:AA:47,2020-07-07 17:07:54,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
225,DC:A6:32:33:AA:47,2020-07-07 17:07:55,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
226,DC:A6:32:33:AA:47,2020-07-07 17:07:57,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-58,0.000001584893192,
227,DC:A6:32:33:AA:47,2020-07-07 17:07:59,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
228,DC:A6:32:33:AA:47,2020-07-07 17:07:59,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
229,DC:A6:32:33:AA:47,2020-07-07 17:08:00,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
230,DC:A6:32:33:AA:47,2020-07-07 17:08:01,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
231,DC:A6:32:33:AA:47,2020-07-07 17:08:02,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
232,DC:A6:32:33:AA:47,2020-07-07 17:08:03,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
233,DC:A6:32:33:AA:47,2020-07-07 17:08:05,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
234,DC:A6:32:33:AA:47,2020-07-07 17:08:05,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
235,DC:A6:32:33:AA:47,2020-07-07 17:08:07,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
236,DC:A6:32:33:AA:47,2020-07-07 17:08:07,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
237,DC:A6:32:33:AA:47,2020-07-07 17:08:08,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-56,0.000002511886432,
238,DC:A6:32:33:AA:47,2020-07-07 17:08:09,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
239,DC:A6:32:33:AA:47,2020-07-07 17:08:10,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-49,0.00001258925412,
240,DC:A6:32:33:AA:47,2020-07-07 17:08:11,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
241,DC:A6:32:33:AA:47,2020-07-07 17:08:13,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
242,DC:A6:32:33:AA:47,2020-07-07 17:08:13,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-56,0.000002511886432,
243,DC:A6:32:33:AA:47,2020-07-07 17:08:15,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
244,DC:A6:32:33:AA:47,2020-07-07 17:08:16,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
245,DC:A6:32:33:AA:47,2020-07-07 17:08:18,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
246,DC:A6:32:33:AA:47,2020-07-07 17:08:19,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-54,0.000003981071706,
247,DC:A6:32:33:AA:47,2020-07-07 17:08:20,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
248,DC:A6:32:33:AA:47,2020-07-07 17:08:21,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
249,DC:A6:32:33:AA:47,2020-07-07 17:08:23,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
250,DC:A6:32:33:AA:47,2020-07-07 17:08:25,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
251,DC:A6:32:33:AA:47,2020-07-07 17:08:26,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
252,DC:A6:32:33:AA:47,2020-07-07 17:08:28,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
253,DC:A6:32:33:AA:47,2020-07-07 17:08:30,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-51,0.000007943282347,
254,DC:A6:32:33:AA:47,2020-07-07 17:08:31,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
255,DC:A6:32:33:AA:47,2020-07-07 17:08:32,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
256,DC:A6:32:33:AA:47,2020-07-07 17:08:34,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-57,0.000001995262315,
257,DC:A6:32:33:AA:47,2020-07-07 17:08:35,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-50,0.00001,
258,DC:A6:32:33:AA:47,2020-07-07 17:08:37,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-59,0.000001258925412,
259,DC:A6:32:33:AA:47,2020-07-07 17:08:38,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
260,DC:A6:32:33:AA:47,2020-07-07 17:08:39,5eaf8cc8-c0ae-11ea-898e-dca63233aa46,1,1,1,-52,0.000006309573445,
